rank,ticker,tradability_score,binary_score,score_liq,pass_liq,score_stab,pass_stab,score_spread,pass_spread,score_range,pass_range,score_vol,pass_vol,median_dollar_vol,cv_dollar_vol,cs_spread,range_median,vol_median,flags
302,PDO,69.2,4,64.95098039215686,1,85.08986928104575,1,95.83333333333334,1,3.2271241830065365,0,97.140522875817,1,6774370,0.5038,0.000461,0.0061,0.0538,FAT_TAIL
303,NAC,69.2,4,56.69934640522876,1,99.50980392156863,1,91.42156862745098,1,4.044117647058823,0,94.44444444444444,1,5223011,0.3671,0.001265,0.0067,0.0706,OK
304,IVR,68.8,4,77.5326797385621,1,76.91993464052287,1,91.17647058823529,1,22.875816993464053,0,75.40849673202614,1,11075888,0.5451,0.001278,0.0196,0.2194,FAT_TAIL
305,CSWC,68.6,4,79.65686274509804,1,99.83660130718954,1,63.970588235294116,1,19.3218954248366,0,80.06535947712419,1,12025736,0.3445,0.003592,0.0173,0.1904,OK
306,USA,68.6,4,62.99019607843137,1,96.85457516339869,1,86.02941176470588,1,11.968954248366014,0,85.2124183006536,1,6382681,0.4198,0.001735,0.0107,0.1288,OK
307,PFLT,68.2,4,70.83333333333334,1,99.34640522875817,1,70.01633986928104,1,18.1781045751634,0,82.51633986928104,1,8432210,0.3684,0.00309,0.0165,0.1676,OK
308,PRA,68.1,4,77.94117647058823,1,68.13725490196079,1,94.19934640522875,1,2.696078431372549,0,97.63071895424837,1,11362033,0.5906,0.001014,0.0043,0.0411,NO_SIGNAL|FAT_TAIL
309,OCSL,68.0,4,70.75163398692811,1,90.60457516339869,1,79.08496732026144,1,20.79248366013072,0,79.00326797385621,1,8405017,0.4743,0.002319,0.0181,0.1966,FAT_TAIL
310,JFR,67.8,4,55.9640522875817,1,90.76797385620915,1,92.15686274509804,1,4.738562091503268,0,95.1797385620915,1,5075774,0.4721,0.001196,0.0071,0.0673,FAT_TAIL
311,OUST,67.7,4,98.61111111111111,1,43.627450980392155,1,98.44771241830065,1,94.3218954248366,1,3.5130718954248352,0,47382770,0.75,0.0,0.0733,0.9203,BIG_GAPS
312,MSDL,67.7,4,76.9607843137255,1,94.93464052287581,1,65.93137254901961,1,17.973856209150327,0,82.59803921568627,1,10869662,0.4424,0.003405,0.0161,0.1674,OK
313,SHLS,67.5,4,95.34313725490196,1,60.70261437908498,1,82.59803921568627,1,90.19607843137256,1,8.905228758169937,0,32336282,0.6343,0.001996,0.0635,0.7349,NO_SIGNAL|FAT_TAIL
314,PCN,67.4,4,48.28431372549019,1,97.7124183006536,1,90.84967320261438,1,3.758169934640523,0,96.56862745098039,1,3703725,0.4051,0.001299,0.0065,0.0611,FAT_TAIL
315,ORC,67.2,4,95.58823529411765,1,86.02941176470588,1,52.20588235294117,1,21.241830065359476,0,81.12745098039215,1,32778283,0.5002,0.004514,0.0185,0.1854,OK
316,TRIN,67.1,4,78.43137254901961,1,81.78104575163398,1,76.9607843137255,1,19.852941176470587,0,78.67647058823529,1,11523419,0.5213,0.002508,0.0175,0.1976,OK
317,CIM,66.9,4,69.36274509803921,1,90.44117647058823,1,77.65522875816994,1,22.875816993464053,0,74.01960784313727,1,7780204,0.4751,0.002463,0.0196,0.227,FAT_TAIL
318,NUV,66.9,4,50.326797385620914,1,99.18300653594771,1,85.94771241830065,1,3.022875816993464,0,95.79248366013073,1,4069155,0.3739,0.001744,0.0059,0.064,OK
319,HQH,66.9,4,43.30065359477124,1,97.54901960784314,1,96.07843137254902,1,19.0359477124183,0,78.75816993464052,1,3114611,0.4052,0.000364,0.017,0.1973,NO_SIGNAL
320,DEI,66.7,4,92.23856209150327,1,99.59150326797386,1,38.725490196078425,0,42.48366013071895,1,60.29411764705883,1,23238943,0.3635,0.005674,0.0264,0.2812,WIDE_SPREAD
321,MFA,66.7,4,77.12418300653596,1,87.00980392156863,1,72.18137254901961,1,21.52777777777778,0,75.81699346405229,1,10903017,0.4937,0.002905,0.0187,0.216,FAT_TAIL
322,DSL,66.6,4,57.84313725490197,1,82.27124183006535,1,91.58496732026144,1,6.127450980392156,0,95.26143790849673,1,5303286,0.5171,0.001251,0.0076,0.0672,FAT_TAIL
323,PCT,66.5,4,95.26143790849673,1,50.245098039215684,1,92.3202614379085,1,88.03104575163398,1,6.699346405228757,0,32183436,0.6937,0.001171,0.0593,0.7965,FAT_TAIL
324,BLKB,66.2,4,89.37908496732027,1,94.85294117647058,1,46.24183006535948,0,47.181372549019606,1,53.431372549019606,1,18842780,0.4426,0.005093,0.0283,0.3152,WIDE_SPREAD
325,SMPL,66.0,4,96.07843137254902,1,79.98366013071896,1,46.89542483660131,0,48.32516339869281,1,58.782679738562095,1,33561801,0.5342,0.005033,0.0288,0.2862,WIDE_SPREAD|NO_SIGNAL|FAT_TAIL
326,WEN,65.9,4,98.8562091503268,1,88.56209150326796,1,41.62581699346405,0,50.040849673202615,1,50.326797385620914,1,57097499,0.4843,0.005471,0.0294,0.3405,WIDE_SPREAD
327,ECAT,65.8,4,57.27124183006536,1,92.40196078431373,1,79.73856209150327,1,13.316993464052288,0,86.3562091503268,1,5260757,0.4616,0.002289,0.0114,0.1181,OK
328,BST,65.8,4,44.0359477124183,1,89.4607843137255,1,96.65032679738562,1,15.277777777777779,0,83.82352941176471,1,3242317,0.4803,0.000152,0.0129,0.1444,OK
329,BDJ,65.7,4,45.09803921568628,1,98.93790849673204,1,87.33660130718954,1,10.25326797385621,0,86.9281045751634,1,3345501,0.383,0.001617,0.0096,0.1138,OK
330,GT,65.4,4,99.01960784313727,1,97.140522875817,1,35.70261437908496,0,55.71895424836602,1,39.25653594771242,1,58653569,0.4137,0.006018,0.0327,0.4018,WIDE_SPREAD|FAT_TAIL
331,QDEL,65.3,4,95.75163398692811,1,48.611111111111114,1,86.84640522875817,1,80.1062091503268,1,14.950980392156865,0,33088489,0.7094,0.001655,0.0472,0.6137,NO_SIGNAL|FAT_TAIL
332,BKSY,65.2,4,94.68954248366013,1,38.56209150326797,1,93.05555555555556,1,96.89542483660131,1,2.614379084967322,0,29583496,0.7932,0.001115,0.0807,0.9752,BIG_GAPS
333,ETW,65.2,4,40.19607843137255,1,91.38071895424837,1,96.73202614379085,1,8.782679738562091,0,89.05228758169935,1,2744081,0.4676,0.000122,0.0087,0.0997,OK
334,JACK,65.0,4,86.84640522875817,1,79.41176470588236,1,65.27777777777779,1,82.6797385620915,1,10.947712418300659,0,16736981,0.5354,0.003473,0.0506,0.6839,OK
335,OFG,65.0,4,75.08169934640523,1,62.00980392156863,1,93.13725490196079,1,21.241830065359476,0,73.28431372549021,1,9880415,0.6257,0.001109,0.0185,0.2298,FAT_TAIL
336,GOOD,65.0,4,55.14705882352941,1,90.19607843137256,1,77.94117647058823,1,20.79248366013072,0,80.80065359477125,1,4920901,0.476,0.002446,0.0181,0.1873,NO_SIGNAL
337,VMO,64.9,4,34.80392156862745,1,98.44771241830065,1,93.79084967320262,1,5.147058823529411,0,92.48366013071896,1,2233443,0.3975,0.001057,0.0072,0.0795,OK
338,HMN,64.8,4,75.40849673202614,1,97.05882352941177,1,50.81699346405229,1,22.67156862745098,0,77.859477124183,1,10003098,0.4166,0.004628,0.0195,0.203,OK
339,GSBD,64.8,4,72.140522875817,1,91.83006535947712,1,59.39542483660131,1,19.526143790849673,0,81.29084967320262,1,8772489,0.464,0.004029,0.0174,0.1817,OK
340,RQI,64.8,4,49.26470588235294,1,84.23202614379085,1,90.44117647058823,1,16.094771241830067,0,83.74183006535948,1,3909345,0.5083,0.001332,0.0133,0.1446,NO_SIGNAL
341,CNMD,64.6,4,90.84967320261438,1,93.21895424836602,1,40.76797385620915,0,55.71895424836602,1,42.19771241830066,1,20884800,0.4539,0.00553,0.0327,0.3881,WIDE_SPREAD
342,ADUS,64.5,4,88.56209150326796,1,92.97385620915033,1,33.90522875816993,0,43.709150326797385,1,63.39869281045751,1,18306336,0.4575,0.006145,0.0268,0.2722,WIDE_SPREAD|FAT_TAIL
343,HYT,64.5,4,62.66339869281046,1,70.58823529411764,1,92.07516339869282,1,5.759803921568627,0,91.17647058823529,1,6265906,0.5778,0.001197,0.0074,0.0852,FAT_TAIL
344,DV,64.4,4,95.09803921568627,1,87.99019607843137,1,42.3202614379085,0,52.532679738562095,1,44.28104575163398,1,30761942,0.4889,0.005424,0.031,0.3751,WIDE_SPREAD|FAT_TAIL
345,EIG,64.4,4,71.07843137254902,1,80.3921568627451,1,73.36601307189542,1,19.852941176470587,0,77.5326797385621,1,8491101,0.5315,0.002811,0.0175,0.2048,NO_SIGNAL|FAT_TAIL
346,DEA,64.3,4,76.1437908496732,1,96.16013071895425,1,46.650326797385624,0,27.85947712418301,1,74.67320261437908,1,10355461,0.4303,0.00505,0.0216,0.2224,WIDE_SPREAD|FAT_TAIL
347,AWF,64.3,4,36.3562091503268,1,95.26143790849673,1,89.7875816993464,1,3.3905228758169934,0,96.89542483660131,1,2365549,0.4407,0.001361,0.0062,0.0595,FAT_TAIL
348,EYE,64.2,4,97.87581699346404,1,85.5392156862745,1,30.1062091503268,0,69.3218954248366,1,38.31699346405229,1,41090746,0.5022,0.006672,0.0395,0.4084,WIDE_SPREAD|NO_SIGNAL
349,BTX,64.1,4,52.369281045751634,1,78.34967320261438,1,94.85294117647058,1,18.75,0,76.1437908496732,1,4393652,0.5394,0.000765,0.0168,0.2142,OK
350,XFLT,64.1,4,36.029411764705884,1,91.66666666666666,1,92.68790849673204,1,15.563725490196079,0,84.640522875817,1,2354471,0.4662,0.001135,0.013,0.1339,FAT_TAIL
351,UMH,64.0,4,69.44444444444444,1,88.80718954248366,1,61.51960784313726,1,20.26143790849673,0,79.8202614379085,1,7864730,0.483,0.003781,0.0177,0.1921,OK
352,NRK,64.0,4,43.95424836601307,1,87.2140522875817,1,90.93137254901961,1,3.5130718954248366,0,94.28104575163398,1,3201209,0.4923,0.001289,0.0063,0.0715,OK
353,NBXG,63.9,4,37.41830065359477,1,95.83333333333334,1,86.68300653594771,1,16.748366013071895,0,82.6797385620915,1,2469744,0.4356,0.001661,0.0145,0.1659,NO_SIGNAL
354,NNE,63.8,4,99.34640522875817,1,25.735294117647058,1,95.34313725490196,1,94.56699346405229,1,3.9215686274509776,0,71489311,0.9903,0.000666,0.0741,0.8899,BIG_GAPS|NO_SIGNAL
355,EFC,63.8,4,84.72222222222221,1,45.996732026143796,1,88.48039215686273,1,17.034313725490197,0,82.92483660130718,1,15270188,0.7259,0.001529,0.015,0.1587,OK
356,BSTZ,63.8,4,50.73529411764706,1,74.18300653594771,1,95.75163398692811,1,17.524509803921568,0,80.88235294117648,1,4131593,0.5587,0.000492,0.0156,0.1867,NO_SIGNAL|FAT_TAIL
357,WDI,63.8,4,38.23529411764706,1,98.36601307189542,1,79.8202614379085,1,8.660130718954248,0,93.75,1,2566170,0.3989,0.002286,0.0085,0.0735,FAT_TAIL
358,CAL,63.7,4,75.24509803921569,1,59.39542483660131,1,89.13398692810458,1,79.16666666666666,1,15.604575163398692,0,9916912,0.6394,0.001487,0.0463,0.6048,FAT_TAIL
359,ETV,63.7,4,37.173202614379086,1,95.99673202614379,1,85.86601307189542,1,11.76470588235294,0,87.74509803921569,1,2463771,0.4329,0.001754,0.0106,0.1076,OK
360,CHCO,63.6,4,75.5718954248366,1,67.56535947712419,1,71.40522875816994,1,23.12091503267974,0,80.14705882352942,1,10094682,0.5953,0.002983,0.0197,0.1903,OK
361,ETG,63.6,4,34.068627450980394,1,98.08006535947712,1,86.11111111111111,1,14.052287581699346,0,85.70261437908498,1,2194672,0.4036,0.001719,0.0118,0.1243,NO_SIGNAL
362,CTO,63.5,4,51.225490196078425,1,93.30065359477125,1,75.24509803921569,1,18.1781045751634,0,79.65686274509804,1,4265229,0.4538,0.002602,0.0165,0.1931,FAT_TAIL
363,MUC,63.5,4,38.31699346405229,1,96.40522875816994,1,80.71895424836602,1,8.374183006535947,0,93.75,1,2576831,0.4235,0.002213,0.0084,0.0735,FAT_TAIL
364,EVT,63.4,4,38.56209150326798,1,99.91830065359477,1,77.77777777777779,1,13.071895424836603,0,87.5,1,2639748,0.3267,0.002461,0.0113,0.109,OK
365,ARI,63.2,4,73.20261437908496,1,70.99673202614379,1,73.20261437908498,1,17.973856209150327,0,80.51470588235294,1,9059153,0.577,0.002818,0.0161,0.189,OK
366,DLY,63.2,4,40.35947712418301,1,89.13398692810458,1,85.29411764705883,1,5.147058823529411,0,96.2826797385621,1,2756926,0.4821,0.001784,0.0072,0.0631,FAT_TAIL
367,CRAI,63.1,4,89.4607843137255,1,78.92156862745098,1,37.908496732026144,0,52.94117647058824,1,56.290849673202615,1,18903763,0.5371,0.005789,0.0311,0.2989,WIDE_SPREAD
368,IIM,63.1,4,25.89869281045752,1,97.22222222222221,1,94.36274509803921,1,6.821895424836601,0,91.01307189542483,1,1574113,0.4109,0.000951,0.0078,0.0887,NO_SIGNAL
369,JJSF,63.0,4,88.39869281045752,1,95.75163398692811,1,28.676470588235293,0,40.400326797385624,1,61.84640522875817,1,18195870,0.4357,0.006824,0.0256,0.2758,WIDE_SPREAD|FAT_TAIL
370,PMT,63.0,4,74.67320261437908,1,64.828431372549,1,77.859477124183,1,20.79248366013072,0,76.67483660130718,1,9754595,0.6105,0.002449,0.0181,0.2107,FAT_TAIL
371,PWP,62.9,4,87.66339869281046,1,91.50326797385621,1,28.431372549019606,0,68.09640522875817,1,38.76633986928104,1,17435356,0.467,0.006847,0.0389,0.4048,WIDE_SPREAD|NO_SIGNAL
372,FPF,62.8,4,33.66013071895425,1,96.32352941176471,1,81.69934640522875,1,6.985294117647059,0,95.34313725490196,1,2166545,0.4256,0.002141,0.0079,0.067,FAT_TAIL
373,CFFN,62.7,4,54.166666666666664,1,86.60130718954248,1,83.57843137254902,1,23.12091503267974,0,66.25816993464052,1,4753252,0.4967,0.001916,0.0197,0.2624,OK
374,RVLV,62.6,4,92.8921568627451,1,86.84640522875817,1,34.150326797385624,0,71.11928104575163,1,27.941176470588236,1,24941481,0.4945,0.006128,0.0401,0.4799,WIDE_SPREAD
375,UVV,62.6,4,76.30718954248366,1,63.643790849673195,1,73.12091503267975,1,19.852941176470587,0,79.98366013071896,1,10484901,0.6142,0.002821,0.0175,0.1912,NO_SIGNAL|FAT_TAIL
376,SLRC,62.6,4,44.6078431372549,1,92.3202614379085,1,75.08169934640523,1,19.0359477124183,0,81.94444444444444,1,3291148,0.4617,0.002615,0.017,0.1703,OK
377,QCRH,62.5,4,66.58496732026144,1,97.7124183006536,1,43.30065359477124,0,38.19444444444444,1,66.78921568627452,1,7107082,0.4051,0.005333,0.0248,0.2588,WIDE_SPREAD|NO_SIGNAL
378,BBSI,62.5,4,64.62418300653596,1,96.24183006535948,1,45.34313725490197,0,33.537581699346404,1,72.54901960784314,1,6730439,0.4301,0.005164,0.0232,0.2336,WIDE_SPREAD|NO_SIGNAL|FAT_TAIL
379,EOS,62.4,4,34.64052287581699,1,95.1797385620915,1,83.41503267973856,1,14.338235294117647,0,84.47712418300654,1,2228295,0.441,0.001933,0.0122,0.1347,NO_SIGNAL
380,TSLX,62.3,4,75.16339869281046,1,58.12908496732025,1,78.18627450980392,1,20.588235294117645,0,79.57516339869282,1,9913872,0.644,0.002408,0.018,0.1932,NO_SIGNAL
381,SERV,62.1,4,98.93790849673204,1,16.013071895424837,1,98.44771241830065,1,93.87254901960785,1,3.4313725490196068,0,57826940,1.2833,0.0,0.0713,0.9229,BIG_GAPS
382,NFJ,62.1,4,33.98692810457516,1,88.48039215686273,1,89.29738562091504,1,12.336601307189543,0,86.19281045751634,1,2192521,0.4852,0.001454,0.0109,0.119,OK
383,FPI,62.0,4,52.20588235294118,1,80.1062091503268,1,79.57516339869282,1,20.79248366013072,0,77.45098039215686,1,4390838,0.5338,0.002302,0.0181,0.205,OK
384,RUM,61.9,4,85.70261437908496,1,32.107843137254896,1,96.56862745098039,1,80.1062091503268,1,14.787581699346408,0,16052979,0.8739,0.000183,0.0472,0.6147,NO_SIGNAL
385,USPH,61.8,4,79.24836601307189,1,87.5,1,28.513071895424837,0,54.45261437908496,1,59.23202614379085,1,11840992,0.4915,0.006836,0.032,0.2844,WIDE_SPREAD|FAT_TAIL
386,BBDC,61.8,4,50.89869281045751,1,84.06862745098039,1,74.34640522875817,1,18.341503267973856,0,81.5359477124183,1,4224097,0.509,0.002687,0.0166,0.177,OK
387,RA,61.8,4,32.43464052287582,1,94.28104575163398,1,83.33333333333334,1,4.248366013071895,0,94.77124183006535,1,2083491,0.4478,0.001944,0.0068,0.0693,FAT_TAIL
388,NKX,61.7,4,25.245098039215684,1,92.48366013071896,1,94.68954248366013,1,3.880718954248366,0,92.40196078431373,1,1527028,0.4612,0.000826,0.0066,0.0798,FAT_TAIL
389,SBET,61.6,4,99.75490196078431,1,9.885620915032678,1,98.44771241830065,1,96.07843137254902,1,3.676470588235292,0,98310395,1.6956,0.0,0.0776,0.9072,BIG_GAPS|NO_SIGNAL|FAT_TAIL
390,TFIN,61.6,4,79.98366013071896,1,87.62254901960785,1,43.627450980392155,0,65.27777777777779,1,31.5359477124183,1,12188839,0.491,0.005305,0.0374,0.452,WIDE_SPREAD|NO_SIGNAL
391,VKQ,61.6,4,25.98039215686275,1,94.52614379084967,1,89.05228758169935,1,5.514705882352941,0,93.13725490196079,1,1577289,0.4464,0.001491,0.0073,0.0755,OK
392,MMU,61.6,4,21.65032679738562,1,99.26470588235294,1,85.13071895424837,1,6.495098039215687,0,95.58823529411765,1,1346988,0.3729,0.001788,0.0077,0.0649,FAT_TAIL
393,VCEL,61.5,4,90.27777777777779,1,92.76960784313727,1,16.911764705882348,0,74.22385620915033,1,33.333333333333336,1,19497171,0.4593,0.00912,0.0422,0.4396,WIDE_SPREAD
394,EVER,61.5,4,76.55228758169935,1,86.3562091503268,1,42.40196078431373,0,64.99183006535948,1,37.41830065359477,1,10621824,0.4978,0.005423,0.0373,0.4135,WIDE_SPREAD|NO_SIGNAL|FAT_TAIL
395,FLYW,61.2,4,91.01307189542483,1,88.23529411764706,1,17.48366013071896,0,63.03104575163398,1,46.16013071895425,1,21278765,0.4869,0.009028,0.0364,0.3646,WIDE_SPREAD|NO_SIGNAL
396,NMZ,61.2,4,45.26143790849673,1,78.18627450980392,1,84.31372549019608,1,6.495098039215687,0,91.83006535947712,1,3350503,0.5397,0.001855,0.0077,0.081,FAT_TAIL
397,BOE,61.2,4,24.4281045751634,1,97.38562091503267,1,86.27450980392157,1,9.272875816993464,0,88.52124183006535,1,1511385,0.407,0.001701,0.0089,0.1009,NO_SIGNAL
398,IQI,61.2,4,22.630718954248366,1,94.11764705882352,1,90.76797385620915,1,5.759803921568627,0,92.56535947712419,1,1425478,0.4495,0.001311,0.0074,0.0784,OK
399,ARHS,61.1,4,81.78104575163398,1,87.62254901960785,1,30.26960784313726,0,75.53104575163398,1,30.310457516339874,1,13173025,0.491,0.006653,0.043,0.4634,WIDE_SPREAD
400,BTZ,61.1,4,35.212418300653596,1,84.9673202614379,1,84.15032679738562,1,5.147058823529411,0,96.16013071895425,1,2284309,0.5039,0.001878,0.0072,0.0636,FAT_TAIL
401,CHY,61.1,4,32.02614379084967,1,84.39542483660131,1,90.27777777777779,1,13.521241830065359,0,85.33496732026144,1,2067967,0.5081,0.001347,0.0115,0.1285,OK
402,PTA,60.8,4,35.947712418300654,1,93.13725490196079,1,74.18300653594771,1,10.25326797385621,0,90.60457516339869,1,2345935,0.4555,0.002731,0.0096,0.0904,OK
403,CHI,60.8,4,29.65686274509804,1,94.44444444444444,1,81.20915032679738,1,15.563725490196079,0,83.37418300653596,1,1882138,0.4473,0.002171,0.013,0.1501,NO_SIGNAL
404,STRA,60.7,4,83.82352941176471,1,84.55882352941177,1,37.745098039215684,0,35.78431372549019,1,61.76470588235294,1,14359790,0.5063,0.005799,0.0239,0.2765,WIDE_SPREAD
405,AAT,60.6,4,65.19607843137256,1,86.47875816993465,1,57.924836601307184,1,21.977124183006534,0,71.48692810457517,1,6826271,0.4974,0.004088,0.019,0.2387,OK
406,ICFI,60.5,4,84.06862745098039,1,92.64705882352942,1,24.346405228758172,0,47.181372549019606,1,54.41176470588236,1,14638112,0.4603,0.007455,0.0283,0.3086,WIDE_SPREAD|NO_SIGNAL|FAT_TAIL
407,BME,60.5,4,26.225490196078432,1,98.73366013071896,1,78.55392156862744,1,12.704248366013072,0,86.27450980392157,1,1601686,0.3881,0.002373,0.0111,0.1187,FAT_TAIL
408,DSU,60.4,4,36.11111111111111,1,83.16993464052287,1,84.55882352941177,1,4.248366013071895,0,94.11764705882352,1,2363137,0.5117,0.001832,0.0068,0.072,OK
409,PGY,60.2,4,99.18300653594771,1,42.56535947712419,1,62.5,1,88.39869281045752,1,8.251633986928109,0,67774534,0.7581,0.003728,0.0597,0.757,BIG_GAPS|NO_SIGNAL|FAT_TAIL
410,UPBD,60.2,4,82.35294117647058,1,95.66993464052288,1,31.209150326797385,0,57.638888888888886,1,33.98692810457516,1,13456463,0.4362,0.0065,0.0337,0.4359,WIDE_SPREAD|NO_SIGNAL|FAT_TAIL
411,FFC,60.2,4,25.735294117647058,1,93.95424836601308,1,80.47385620915033,1,7.230392156862746,0,93.62745098039215,1,1569500,0.4501,0.002229,0.008,0.0736,FAT_TAIL
412,NIE,60.2,4,20.34313725490196,1,95.09803921568627,1,84.06862745098039,1,13.643790849673202,0,88.0718954248366,1,1253568,0.4413,0.001881,0.0116,0.1031,FAT_TAIL
413,TNET,60.1,4,91.91176470588235,1,68.99509803921569,1,41.33986928104575,0,46.81372549019608,1,51.388888888888886,1,22334841,0.5863,0.005487,0.0282,0.3335,WIDE_SPREAD|FAT_TAIL
414,NXP,60.1,4,26.96078431372549,1,88.88888888888889,1,82.84313725490196,1,4.738562091503268,0,96.97712418300654,1,1651393,0.4827,0.001969,0.0071,0.0587,OK
415,SPT,60.0,4,81.5359477124183,1,98.61111111111111,1,20.261437908496728,0,76.1437908496732,1,23.611111111111114,1,13005188,0.3892,0.008459,0.0436,0.5145,WIDE_SPREAD
416,PDT,60.0,4,22.95751633986928,1,99.01960784313727,1,76.06209150326796,1,10.089869281045752,0,91.66666666666666,1,1437953,0.3827,0.00255,0.0095,0.0817,OK
417,ALKT,59.9,4,94.11764705882352,1,79.73856209150327,1,23.937908496732028,0,66.50326797385621,1,35.049019607843135,1,28092698,0.5346,0.007502,0.0381,0.4283,WIDE_SPREAD|NO_SIGNAL|FAT_TAIL
418,TRTX,59.9,4,54.33006535947712,1,79.16666666666666,1,66.33986928104575,1,21.813725490196077,0,77.61437908496733,1,4761636,0.5363,0.003382,0.0189,0.2039,OK
419,AEVA,59.8,4,95.50653594771242,1,28.022875816993466,1,75.0,1,98.44771241830065,1,1.7973856209150374,0,32581901,0.9365,0.002627,0.0899,1.0456,BIG_GAPS|NO_SIGNAL
420,CCB,59.8,4,77.69607843137256,1,87.41830065359477,1,38.970588235294116,0,54.779411764705884,1,40.07352941176471,1,11163728,0.4916,0.005663,0.0321,0.3973,WIDE_SPREAD
421,BHK,59.8,4,38.39869281045752,1,73.8562091503268,1,87.00980392156863,1,7.638888888888889,0,92.3202614379085,1,2635075,0.5611,0.001641,0.0081,0.0799,FAT_TAIL
422,AVK,59.8,4,27.77777777777778,1,84.47712418300654,1,86.19281045751634,1,12.336601307189543,0,87.99019607843137,1,1700928,0.5077,0.001713,0.0109,0.1035,NO_SIGNAL|FAT_TAIL
423,ISD,59.8,4,18.545751633986928,1,94.36274509803921,1,85.62091503267975,1,8.374183006535947,0,92.15686274509804,1,1129487,0.4475,0.001765,0.0084,0.0803,NO_SIGNAL|FAT_TAIL
424,FOXF,59.7,4,81.69934640522875,1,84.72222222222221,1,30.9640522875817,0,68.58660130718954,1,32.761437908496724,1,13123954,0.5052,0.006559,0.0392,0.4451,WIDE_SPREAD|FAT_TAIL
425,NXJ,59.7,4,22.54901960784314,1,89.7875816993464,1,87.17320261437908,1,4.738562091503268,0,94.36274509803921,1,1419986,0.4776,0.001628,0.0071,0.0707,NO_SIGNAL
426,HTD,59.6,4,24.91830065359477,1,99.4281045751634,1,74.26470588235294,1,13.521241830065359,0,85.94771241830065,1,1516290,0.3677,0.002697,0.0115,0.1212,NO_SIGNAL
427,STK,59.6,4,23.366013071895424,1,77.04248366013073,1,98.44771241830065,1,18.545751633986928,0,80.63725490196079,1,1458223,0.5449,0.0,0.0167,0.1885,OK
428,THQ,59.5,4,40.76797385620915,1,73.36601307189542,1,84.23202614379085,1,17.197712418300654,0,81.78104575163398,1,2776983,0.5635,0.001875,0.0151,0.1746,OK
429,RMT,59.5,4,18.30065359477124,1,90.68627450980392,1,90.52287581699346,1,17.524509803921568,0,80.35130718954248,1,1122712,0.4726,0.001321,0.0156,0.19,NO_SIGNAL
430,SCSC,59.3,4,69.11764705882352,1,80.63725490196079,1,45.50653594771242,0,42.48366013071895,1,58.57843137254901,1,7706392,0.5303,0.005151,0.0264,0.2874,WIDE_SPREAD|FAT_TAIL
431,EMD,59.3,4,28.431372549019606,1,92.76960784313727,1,75.32679738562092,1,10.580065359477125,0,89.62418300653596,1,1788095,0.4593,0.0026,0.0099,0.0958,NO_SIGNAL
432,WIW,59.3,4,27.532679738562095,1,82.51633986928104,1,88.80718954248366,1,2.941176470588235,0,94.64869281045752,1,1698823,0.5162,0.001509,0.0058,0.0701,OK
433,BGB,59.3,4,25.49019607843137,1,81.94444444444444,1,86.76470588235294,1,7.638888888888889,0,94.64869281045752,1,1550913,0.52,0.001658,0.0081,0.0701,FAT_TAIL
434,FA,59.2,4,79.8202614379085,1,66.58496732026144,1,46.568627450980394,0,68.83169934640523,1,34.31372549019608,1,12068392,0.6012,0.005051,0.0393,0.4322,WIDE_SPREAD|NO_SIGNAL
435,ASGI,59.2,4,44.44444444444444,1,64.70588235294117,1,86.60130718954248,1,15.890522875816993,0,84.31372549019608,1,3276666,0.6112,0.001673,0.0131,0.135,FAT_TAIL
436,MYI,59.2,4,28.921568627450984,1,79.33006535947713,1,88.6437908496732,1,5.759803921568627,0,93.21895424836602,1,1840391,0.5355,0.001517,0.0074,0.0751,FAT_TAIL
437,HRMY,59.1,4,91.50326797385621,1,67.40196078431373,1,36.192810457516345,0,49.22385620915033,1,50.98039215686274,1,21829360,0.5957,0.005955,0.0291,0.3351,WIDE_SPREAD|FAT_TAIL
438,BY,59.1,4,57.107843137254896,1,57.02614379084967,1,87.09150326797386,1,23.12091503267974,0,71.078431372549,1,5253746,0.6486,0.001635,0.0197,0.2404,OK
439,CCD,59.1,4,27.450980392156865,1,98.08006535947712,1,70.1797385620915,1,16.42156862745098,0,83.37418300653596,1,1686965,0.4036,0.003087,0.0138,0.1501,OK
440,CHW,59.1,4,17.892156862745097,1,95.58823529411765,1,81.94444444444444,1,14.338235294117647,0,85.86601307189542,1,1111224,0.4369,0.002097,0.0122,0.1226,NO_SIGNAL
441,BL,59.0,4,97.05882352941177,1,55.14705882352941,1,45.66993464052288,0,45.54738562091503,1,51.63398692810457,1,37984290,0.6588,0.005125,0.0277,0.3314,WIDE_SPREAD|NO_SIGNAL|FAT_TAIL
442,WWW,59.0,4,94.19934640522875,1,62.908496732026144,1,43.54575163398693,0,65.68627450980392,1,28.594771241830063,1,28106775,0.6212,0.00531,0.0376,0.4742,WIDE_SPREAD|NO_SIGNAL|FAT_TAIL
443,RLJ,59.0,4,81.29084967320262,1,88.97058823529412,1,23.039215686274506,0,42.15686274509804,1,59.55882352941176,1,12887825,0.4825,0.007666,0.0263,0.2837,WIDE_SPREAD|FAT_TAIL
444,ETJ,59.0,4,17.565359477124183,1,94.0359477124183,1,81.86274509803921,1,11.233660130718954,0,90.52287581699346,1,1091859,0.4498,0.002125,0.0103,0.0906,FAT_TAIL
