rank,ticker,tradability_score,binary_score,score_liq,pass_liq,score_stab,pass_stab,score_spread,pass_spread,score_range,pass_range,score_vol,pass_vol,median_dollar_vol,cv_dollar_vol,cs_spread,range_median,vol_median,flags
1,LGIH,75.6,5,88.72549019607843,1,97.4673202614379,1,96.89542483660131,1,75.53104575163398,1,19.281045751633986,1,18422208,0.4063,5.9e-05,0.043,0.56,OK
2,JBLU,75.4,5,99.67320261437908,1,91.01307189542483,1,88.88888888888889,1,79.00326797385621,1,18.627450980392158,1,93725272,0.4707,0.001505,0.0462,0.5659,PENNY
3,SONO,74.2,5,91.09477124183006,1,86.68300653594771,1,98.44771241830065,1,57.84313725490197,1,36.9281045751634,1,21342795,0.496,0.0,0.0338,0.4165,OK
4,LPG,74.0,5,83.33333333333334,1,97.87581699346404,1,93.62745098039215,1,49.754901960784316,1,45.42483660130719,1,13835614,0.4039,0.001062,0.0293,0.3671,NO_SIGNAL
5,SBH,71.9,5,91.83006535947712,1,95.01633986928104,1,75.98039215686273,1,63.970588235294116,1,32.51633986928104,1,22208985,0.4417,0.002553,0.0368,0.4457,OK
6,FLO,71.2,5,97.54901960784314,1,98.20261437908496,1,63.23529411764706,1,34.599673202614376,1,62.33660130718954,1,40148501,0.4015,0.003663,0.0235,0.2743,FAT_TAIL
7,YELP,70.9,5,93.87254901960785,1,98.52941176470588,1,73.28431372549021,1,30.310457516339866,1,58.45588235294117,1,27779860,0.3913,0.002812,0.0224,0.2876,NO_SIGNAL|FAT_TAIL
8,OI,70.8,5,90.68627450980392,1,69.52614379084967,1,93.70915032679738,1,50.040849673202615,1,49.83660130718954,1,19933406,0.5845,0.00106,0.0294,0.343,NO_SIGNAL|FAT_TAIL
9,CCS,70.8,5,88.23529411764706,1,96.65032679738562,1,77.65522875816994,1,51.9607843137255,1,39.62418300653595,1,18131982,0.4221,0.002463,0.0307,0.4006,NO_SIGNAL
10,EPAC,69.8,5,82.1078431372549,1,80.31045751633987,1,92.97385620915033,1,32.43464052287582,1,61.31535947712419,1,13304144,0.5326,0.001121,0.0229,0.2777,NO_SIGNAL|FAT_TAIL
11,KRP,69.8,5,64.70588235294117,1,90.359477124183,1,93.21895424836602,1,24.591503267973856,1,75.89869281045752,1,6747428,0.4755,0.001106,0.0203,0.2159,OK
12,AOSL,69.4,5,62.908496732026144,1,89.05228758169935,1,94.77124183006535,1,77.00163398692811,1,23.202614379084963,1,6358664,0.4823,0.000791,0.0444,0.5205,FAT_TAIL
13,BZH,69.3,5,69.93464052287581,1,88.15359477124183,1,98.44771241830065,1,54.90196078431373,1,35.29411764705882,1,8141215,0.4875,0.0,0.0322,0.4265,FAT_TAIL
14,WD,69.0,5,85.45751633986927,1,85.37581699346404,1,80.80065359477125,1,44.158496732026144,1,49.10130718954249,1,15835294,0.5032,0.002201,0.0271,0.3459,NO_SIGNAL|FAT_TAIL
15,DIN,68.8,5,79.08496732026144,1,99.67320261437908,1,67.85130718954248,1,65.890522875817,1,31.454248366013072,1,11728995,0.3582,0.003265,0.0377,0.4521,NO_SIGNAL
16,LZB,68.5,5,84.9673202614379,1,72.38562091503267,1,94.0359477124183,1,33.94607843137255,1,57.18954248366013,1,15372304,0.5693,0.001022,0.0233,0.2926,FAT_TAIL
17,VTS,68.3,5,66.01307189542483,1,82.84313725490196,1,93.50490196078431,1,40.64542483660131,1,58.66013071895425,1,6955458,0.5144,0.001068,0.0257,0.2864,FAT_TAIL
18,CTS,68.0,5,68.13725490196079,1,85.62091503267975,1,91.74836601307189,1,39.91013071895425,1,54.575163398692816,1,7554396,0.5021,0.001238,0.0254,0.3074,NO_SIGNAL
19,SHO,67.7,5,86.3562091503268,1,80.88235294117648,1,72.87581699346406,1,33.006535947712415,1,65.52287581699346,1,16202656,0.5295,0.00286,0.0231,0.2647,OK
20,VYX,67.2,5,87.5,1,93.4640522875817,1,55.75980392156863,1,58.98692810457516,1,40.52287581699346,1,17365562,0.453,0.004238,0.0342,0.3955,OK
21,AIN,67.1,5,85.29411764705883,1,78.43137254901961,1,77.36928104575163,1,40.114379084967325,1,54.08496732026145,1,15688611,0.5389,0.002484,0.0255,0.3132,NO_SIGNAL|FAT_TAIL
22,EVTC,67.1,5,77.36928104575163,1,93.54575163398692,1,69.28104575163398,1,33.537581699346404,1,61.68300653594771,1,11046717,0.4518,0.003182,0.0232,0.2768,NO_SIGNAL
23,TDOC,67.0,5,97.30392156862744,1,63.31699346405229,1,75.5718954248366,1,75.24509803921569,1,23.44771241830066,1,38261746,0.6188,0.002579,0.0429,0.5175,NO_SIGNAL
24,BJRI,67.0,5,85.7843137254902,1,87.82679738562092,1,60.130718954248366,1,54.45261437908496,1,46.89542483660131,1,16086132,0.4904,0.003963,0.032,0.3571,NO_SIGNAL
25,DFIN,66.9,5,79.73856209150327,1,83.25163398692811,1,78.75816993464052,1,41.58496732026144,1,51.143790849673195,1,12048641,0.5115,0.002347,0.0261,0.3343,FAT_TAIL
26,TRUP,66.8,5,88.0718954248366,1,79.24836601307189,1,54.8202614379085,1,63.48039215686274,1,48.28431372549019,1,17931563,0.5362,0.00431,0.0366,0.348,FAT_TAIL
27,CRI,66.7,5,96.97712418300654,1,75.40849673202614,1,68.21895424836602,1,68.58660130718954,1,24.060457516339874,1,37552759,0.5525,0.003254,0.0392,0.5125,NO_SIGNAL|FAT_TAIL
28,RAMP,66.5,5,85.2124183006536,1,87.90849673202614,1,68.34150326797386,1,41.25816993464052,1,49.7140522875817,1,15596631,0.4903,0.003247,0.026,0.3435,FAT_TAIL
29,MNRO,66.3,5,82.76143790849673,1,92.15686274509804,1,61.029411764705884,1,70.1797385620915,1,25.326797385620914,1,13609493,0.4632,0.003857,0.0398,0.5019,NO_SIGNAL|FAT_TAIL
30,IMKTA,66.1,5,69.0359477124183,1,97.95751633986927,1,57.843137254901954,1,36.11111111111111,1,69.77124183006535,1,7699351,0.4037,0.004106,0.024,0.2459,NO_SIGNAL
31,XHR,66.0,5,75.98039215686273,1,88.3578431372549,1,66.66666666666667,1,36.60130718954248,1,62.173202614379086,1,10266706,0.4856,0.003365,0.0242,0.2747,OK
32,IOSP,65.8,5,84.80392156862744,1,75.5718954248366,1,64.54248366013071,1,32.02614379084967,1,72.22222222222221,1,15340003,0.5524,0.003554,0.0228,0.2359,OK
33,PDFS,65.8,5,64.05228758169935,1,78.10457516339869,1,91.09477124183006,1,64.82843137254902,1,30.88235294117647,1,6657990,0.5398,0.00128,0.0372,0.4593,NO_SIGNAL
34,CBRL,65.5,5,98.44771241830065,1,51.7156862745098,1,76.22549019607843,1,77.81862745098039,1,23.120915032679733,1,45965448,0.6842,0.002538,0.0451,0.5208,NO_SIGNAL
35,NX,65.5,5,70.42483660130719,1,64.828431372549,1,98.44771241830065,1,64.99183006535948,1,28.921568627450977,1,8318832,0.6105,0.0,0.0373,0.4724,OK
36,LOB,65.4,5,72.22222222222221,1,89.29738562091504,1,71.97712418300654,1,46.44607843137255,1,47.30392156862745,1,8800481,0.4812,0.002923,0.028,0.3537,NO_SIGNAL
37,FOR,65.4,5,47.794117647058826,1,99.10130718954248,1,79.90196078431373,1,50.81699346405229,1,49.34640522875817,1,3653343,0.3825,0.002274,0.0299,0.3442,OK
38,WERN,65.2,5,93.4640522875817,1,80.1062091503268,1,58.57843137254901,1,50.98039215686274,1,42.97385620915033,1,26397229,0.5338,0.004061,0.0303,0.3823,NO_SIGNAL|FAT_TAIL
39,NCNO,65.0,5,98.20261437908496,1,76.30718954248366,1,48.44771241830066,1,56.127450980392155,1,45.915032679738566,1,43305888,0.5499,0.004876,0.0328,0.366,NO_SIGNAL
40,SPB,64.8,5,92.56535947712419,1,64.95098039215686,1,73.77450980392157,1,46.200980392156865,1,46.73202614379085,1,24267115,0.6101,0.002785,0.0279,0.3587,OK
41,ENR,64.7,5,91.17647058823529,1,79.86111111111111,1,60.2124183006536,1,52.532679738562095,1,39.950980392156865,1,21538277,0.5345,0.003962,0.031,0.3975,FAT_TAIL
42,GTM,64.6,5,98.0392156862745,1,58.41503267973855,1,69.77124183006535,1,65.890522875817,1,30.800653594771244,1,42913250,0.6437,0.003138,0.0377,0.4596,OK
43,LC,64.5,5,92.3202614379085,1,41.09477124183007,1,96.81372549019608,1,62.826797385620914,1,29.493464052287578,1,23712593,0.7703,6.2e-05,0.0362,0.4698,NO_SIGNAL|FAT_TAIL
44,HLIT,64.4,5,72.38562091503267,1,92.07516339869282,1,64.05228758169935,1,46.44607843137255,1,46.97712418300654,1,8829166,0.4633,0.003579,0.028,0.3569,OK
45,PRSU,64.4,5,67.40196078431373,1,94.64869281045752,1,64.29738562091502,1,48.32516339869281,1,47.385620915032675,1,7300312,0.446,0.003571,0.0288,0.3535,FAT_TAIL
46,HTLD,64.4,5,53.83986928104575,1,95.91503267973856,1,77.12418300653596,1,51.9607843137255,1,43.1781045751634,1,4621153,0.4351,0.002502,0.0307,0.3809,NO_SIGNAL
47,SLVM,64.1,5,84.15032679738562,1,77.5326797385621,1,63.15359477124183,1,47.630718954248366,1,48.0392156862745,1,14647955,0.5422,0.003673,0.0285,0.3487,FAT_TAIL
48,EPC,64.1,5,83.74183006535948,1,89.21568627450979,1,51.470588235294116,1,46.81372549019608,1,49.01960784313726,1,14193199,0.482,0.004579,0.0282,0.3465,NO_SIGNAL|FAT_TAIL
49,UTZ,64.1,5,81.86274509803921,1,87.33660130718954,1,48.12091503267973,1,52.94117647058824,1,50.122549019607845,1,13191592,0.4917,0.004905,0.0311,0.3411,FAT_TAIL
50,AMPL,64.0,5,83.41503267973856,1,78.83986928104575,1,56.209150326797385,1,73.93790849673204,1,27.61437908496732,1,13861773,0.5377,0.004215,0.0421,0.4821,NO_SIGNAL
51,DFH,64.0,5,70.50653594771242,1,93.05555555555556,1,57.35294117647059,1,72.58986928104575,1,26.55228758169934,1,8334234,0.4561,0.004131,0.041,0.493,NO_SIGNAL
52,ABR,63.8,5,93.38235294117648,1,81.04575163398692,1,52.450980392156865,1,42.93300653594771,1,49.26470588235294,1,26390365,0.5275,0.004495,0.0265,0.3447,NO_SIGNAL|FAT_TAIL
53,BV,63.8,5,72.87581699346404,1,58.2516339869281,1,93.95424836601308,1,35.78431372549019,1,57.924836601307184,1,8903302,0.6439,0.001027,0.0239,0.2897,FAT_TAIL
54,GNK,63.8,5,71.16013071895425,1,90.0326797385621,1,61.43790849673203,1,42.93300653594771,1,53.349673202614376,1,8558151,0.4769,0.003791,0.0265,0.3161,NO_SIGNAL
55,NBN,63.8,5,70.09803921568627,1,70.66993464052287,1,77.45098039215686,1,49.50980392156863,1,51.06209150326797,1,8182260,0.5777,0.002471,0.0292,0.3347,OK
56,INVA,63.6,5,83.98692810457517,1,82.43464052287581,1,47.71241830065359,1,35.25326797385621,1,68.62745098039215,1,14425461,0.5168,0.004931,0.0237,0.2515,OK
57,HLMN,63.6,5,75.32679738562092,1,73.52941176470588,1,72.63071895424837,1,50.326797385620914,1,46.24183006535948,1,9985931,0.5624,0.002877,0.0295,0.3632,NO_SIGNAL
58,PFBC,63.6,5,66.74836601307189,1,80.55555555555556,1,72.05882352941177,1,25.89869281045752,1,72.79411764705883,1,7134238,0.5305,0.002922,0.0209,0.2327,NO_SIGNAL|FAT_TAIL
59,INTA,63.5,5,93.79084967320262,1,57.51633986928104,1,64.17483660130718,1,59.55882352941176,1,42.48366013071896,1,27673908,0.6455,0.003573,0.0345,0.3868,FAT_TAIL
60,PRG,63.5,5,81.20915032679738,1,75.81699346405229,1,62.33660130718954,1,47.181372549019606,1,50.89869281045751,1,12865543,0.5515,0.003737,0.0283,0.3356,NO_SIGNAL
61,ETD,63.5,5,66.25816993464052,1,83.49673202614379,1,80.22875816993465,1,29.166666666666668,1,58.45588235294117,1,7019237,0.5109,0.002261,0.0221,0.2876,NO_SIGNAL|FAT_TAIL
62,MXL,63.3,5,87.33660130718954,1,45.1797385620915,1,88.27614379084967,1,78.26797385620915,1,17.40196078431373,1,17145712,0.7336,0.001539,0.0453,0.5781,OK
63,GCMG,63.3,5,62.41830065359477,1,82.1078431372549,1,68.62745098039215,1,25.49019607843137,1,78.10457516339869,1,6229708,0.5188,0.003235,0.0207,0.2016,NO_SIGNAL|FAT_TAIL
64,CLDT,63.2,5,27.042483660130717,1,95.50653594771242,1,95.42483660130719,1,34.27287581699346,1,63.643790849673195,1,1657639,0.4371,0.000603,0.0234,0.2714,OK
65,CGBD,63.1,5,61.274509803921575,1,96.97712418300654,1,55.55555555555556,1,25.204248366013072,1,76.26633986928104,1,5999437,0.4185,0.004246,0.0206,0.2129,OK
66,SBSI,63.1,5,44.11764705882353,1,94.19934640522875,1,78.9624183006536,1,23.897058823529413,1,74.4281045751634,1,3243623,0.4486,0.002322,0.02,0.2241,OK
67,IIPR,63.0,5,80.9640522875817,1,79.57516339869282,1,61.274509803921575,1,41.25816993464052,1,51.756535947712415,1,12688688,0.5353,0.003839,0.026,0.3305,NO_SIGNAL|FAT_TAIL
68,STC,63.0,5,78.92156862745098,1,66.7483660130719,1,69.85294117647058,1,39.624183006535944,1,60.049019607843135,1,11637835,0.6,0.003127,0.0253,0.2818,NO_SIGNAL
69,CNOB,62.9,5,64.2156862745098,1,93.87254901960785,1,59.23202614379085,1,38.19444444444444,1,58.90522875816993,1,6667507,0.4507,0.004034,0.0248,0.2861,OK
70,OXLC,62.7,5,84.88562091503267,1,46.81372549019608,1,87.41830065359477,1,28.880718954248362,1,65.359477124183,1,15365507,0.7222,0.001616,0.022,0.2656,FAT_TAIL
71,HOPE,62.7,5,71.48692810457517,1,90.11437908496733,1,63.807189542483655,1,26.919934640522875,1,61.111111111111114,1,8607897,0.4766,0.003616,0.0212,0.2779,OK
72,SD,62.4,5,47.630718954248366,1,68.21895424836602,1,98.44771241830065,1,47.794117647058826,1,50.122549019607845,1,3650783,0.5895,0.0,0.0286,0.3411,OK
73,FUBO,62.3,5,97.140522875817,1,47.79411764705882,1,64.62418300653594,1,84.15032679738562,1,17.565359477124186,1,38018923,0.7138,0.003548,0.0524,0.5771,NO_SIGNAL|FAT_TAIL
74,CNNE,62.3,5,76.22549019607843,1,80.80065359477125,1,62.745098039215684,1,31.5359477124183,1,59.967320261437905,1,10480749,0.5297,0.003711,0.0227,0.2826,FAT_TAIL
75,CARS,62.3,5,72.7124183006536,1,55.06535947712419,1,89.21568627450979,1,56.45424836601307,1,37.99019607843137,1,8887219,0.6591,0.001478,0.033,0.4102,NO_SIGNAL|FAT_TAIL
76,WLY,61.9,5,86.02941176470588,1,78.02287581699346,1,56.86274509803921,1,34.599673202614376,1,53.880718954248366,1,16126226,0.5399,0.004171,0.0235,0.3139,FAT_TAIL
77,FIVN,61.8,5,97.7124183006536,1,60.29411764705883,1,47.467320261437905,1,74.46895424836602,1,28.83986928104575,1,41014365,0.6353,0.004967,0.0423,0.4728,OK
78,HLX,61.7,5,76.63398692810458,1,63.970588235294116,1,67.3202614379085,1,65.890522875817,1,34.92647058823529,1,10626738,0.6139,0.003304,0.0377,0.4285,FAT_TAIL
79,NAVI,61.7,5,71.73202614379085,1,76.06209150326796,1,60.86601307189543,1,44.52614379084967,1,55.47385620915033,1,8672240,0.5509,0.003876,0.0273,0.3024,FAT_TAIL
80,VTOL,61.7,5,61.029411764705884,1,81.12745098039215,1,66.01307189542483,1,46.81372549019608,1,53.75816993464052,1,5943775,0.5269,0.003403,0.0282,0.3141,OK
81,ESRT,61.6,5,74.50980392156863,1,85.08986928104575,1,55.75980392156863,1,40.64542483660131,1,52.20588235294117,1,9709223,0.5038,0.004238,0.0257,0.3273,OK
82,WGO,61.5,5,89.29738562091504,1,71.16013071895425,1,56.45424836601307,1,58.98692810457516,1,31.372549019607842,1,18788561,0.5768,0.004194,0.0342,0.4535,OK
83,APPN,61.3,5,91.58496732026144,1,66.33986928104575,1,53.26797385620915,1,59.55882352941176,1,35.94771241830066,1,22058044,0.602,0.00445,0.0345,0.4235,OK
84,SAFE,61.3,5,55.55555555555556,1,91.09477124183006,1,59.31372549019608,1,47.50816993464052,1,53.10457516339869,1,5002397,0.4691,0.004032,0.0284,0.3219,FAT_TAIL
85,CPF,61.3,5,51.388888888888886,1,75.16339869281046,1,79.24836601307189,1,29.534313725490197,1,70.99673202614379,1,4296979,0.5535,0.002313,0.0222,0.242,OK
86,CION,61.3,5,41.993464052287585,1,85.78431372549021,1,77.2875816993464,1,24.4281045751634,1,76.79738562091502,1,2909227,0.5017,0.002495,0.0202,0.2099,NO_SIGNAL|FAT_TAIL
87,PRGS,61.2,5,95.01633986928104,1,39.4607843137255,1,73.93790849673204,1,47.181372549019606,1,50.245098039215684,1,30433587,0.7834,0.002778,0.0283,0.3409,NO_SIGNAL|FAT_TAIL
88,WKC,61.2,5,85.62091503267973,1,66.01307189542483,1,55.14705882352941,1,27.49183006535948,1,71.89542483660131,1,16041923,0.6032,0.00428,0.0214,0.2371,FAT_TAIL
89,ANGI,61.0,5,79.41176470588235,1,42.238562091503276,1,85.5392156862745,1,72.22222222222221,1,25.408496732026144,1,11874645,0.7623,0.00177,0.0408,0.5018,NO_SIGNAL|FAT_TAIL
90,LNN,60.9,5,81.61764705882352,1,65.68627450980392,1,48.28431372549019,1,35.78431372549019,1,73.03921568627452,1,13012455,0.6048,0.004892,0.0239,0.2317,NO_SIGNAL|FAT_TAIL
91,CSTL,60.9,5,73.2843137254902,1,61.43790849673203,1,65.68627450980392,1,70.54738562091504,1,33.74183006535948,1,9078131,0.6276,0.003437,0.0399,0.4383,OK
92,SMP,60.9,5,55.71895424836602,1,93.70915032679738,1,62.05065359477124,1,37.29575163398693,1,55.63725490196079,1,5033750,0.4514,0.003763,0.0246,0.3015,NO_SIGNAL
93,MAN,60.8,5,95.91503267973856,1,59.150326797385624,1,54.493464052287585,1,58.12908496732027,1,36.51960784313726,1,33373143,0.6403,0.004321,0.0339,0.4209,NO_SIGNAL|FAT_TAIL
94,TRST,60.8,5,47.875816993464056,1,71.48692810457517,1,80.9640522875817,1,30.9640522875817,1,72.4673202614379,1,3666593,0.5753,0.002193,0.0226,0.2338,NO_SIGNAL
95,MGNI,60.7,5,97.38562091503267,1,57.14869281045751,1,55.06535947712419,1,75.98039215686273,1,17.97385620915033,1,39763737,0.6485,0.004285,0.0434,0.5705,NO_SIGNAL|FAT_TAIL
96,KMPR,60.7,5,96.16013071895425,1,47.14052287581699,1,67.40196078431373,1,28.717320261437905,1,63.9297385620915,1,34267867,0.7198,0.003293,0.0219,0.2686,FAT_TAIL
97,EZPW,60.6,5,83.90522875816994,1,33.66013071895425,1,90.19607843137256,1,42.15686274509804,1,53.26797385620915,1,14422056,0.8481,0.001348,0.0263,0.3166,NO_SIGNAL
98,MATW,60.6,5,54.90196078431373,1,84.80392156862744,1,61.111111111111114,1,53.349673202614376,1,48.856209150326805,1,4881518,0.5048,0.003851,0.0314,0.347,NO_SIGNAL
99,XIFR,60.5,5,75.81699346405229,1,42.48366013071896,1,91.74836601307189,1,51.388888888888886,1,41.299019607843135,1,10213750,0.76,0.001238,0.0305,0.3931,OK
100,OPFI,60.5,5,67.97385620915033,1,54.656862745098046,1,78.10457516339869,1,71.73202614379085,1,30.147058823529417,1,7511546,0.661,0.002412,0.0405,0.4644,OK
101,PDM,60.5,5,63.0718954248366,1,81.86274509803921,1,59.967320261437905,1,41.58496732026144,1,55.88235294117647,1,6391095,0.5209,0.003977,0.0261,0.3001,FAT_TAIL
102,CBZ,60.4,5,95.99673202614379,1,56.86274509803921,1,48.774509803921575,1,54.003267973856204,1,46.364379084967325,1,33437260,0.6502,0.004846,0.0317,0.3621,NO_SIGNAL|FAT_TAIL
103,PBI,60.4,5,93.13725490196079,1,62.41830065359477,1,57.475490196078425,1,42.93300653594771,1,46.07843137254902,1,25650989,0.6229,0.004129,0.0265,0.3648,FAT_TAIL
104,HIFS,60.4,5,86.11111111111111,1,61.029411764705884,1,56.127450980392155,1,62.622549019607845,1,36.111111111111114,1,16133192,0.6329,0.004224,0.0361,0.4222,NO_SIGNAL
105,WMK,60.4,5,71.97712418300654,1,53.51307189542484,1,75.16339869281046,1,34.27287581699346,1,66.99346405228759,1,8708311,0.6711,0.002611,0.0234,0.2575,NO_SIGNAL|FAT_TAIL
106,NXRT,60.4,5,55.392156862745104,1,91.25816993464052,1,58.98692810457516,1,30.555555555555557,1,65.93137254901961,1,4973964,0.4683,0.004046,0.0225,0.2631,OK
107,PRKS,60.2,5,96.32352941176471,1,50.08169934640523,1,56.69934640522876,1,58.12908496732027,1,39.869281045751634,1,35230593,0.6947,0.004183,0.0339,0.3976,FAT_TAIL
108,HRTG,60.2,5,72.05882352941177,1,70.7516339869281,1,66.50326797385621,1,73.61111111111111,1,18.300653594771244,1,8716824,0.5774,0.00337,0.0418,0.5688,NO_SIGNAL
109,JBI,60.1,5,70.1797385620915,1,77.36928104575163,1,57.107843137254896,1,53.717320261437905,1,42.361111111111114,1,8206565,0.5432,0.004145,0.0316,0.3873,FAT_TAIL
110,UVE,60.1,5,58.00653594771242,1,88.72549019607843,1,59.64052287581699,1,40.400326797385624,1,53.880718954248366,1,5325936,0.4835,0.004008,0.0256,0.3139,NO_SIGNAL
111,AMSF,60.1,5,56.45424836601307,1,89.70588235294117,1,52.69607843137255,1,26.307189542483663,1,75.16339869281046,1,5179621,0.4779,0.004485,0.021,0.22,NO_SIGNAL|FAT_TAIL
112,AGM,60.0,5,82.18954248366013,1,41.584967320261434,1,82.51633986928104,1,34.599673202614376,1,58.98692810457516,1,13347841,0.7669,0.001998,0.0235,0.286,FAT_TAIL
113,ASTE,60.0,5,67.56535947712419,1,70.91503267973856,1,58.90522875816993,1,52.94117647058824,1,49.7140522875817,1,7364710,0.5771,0.004047,0.0311,0.3435,NO_SIGNAL
114,WABC,60.0,5,63.970588235294116,1,74.30555555555556,1,59.885620915032675,1,25.89869281045752,1,75.73529411764706,1,6648606,0.5586,0.003985,0.0209,0.2168,OK
115,MCS,60.0,5,41.748366013071895,1,96.85457516339869,1,66.421568627451,1,39.256535947712415,1,55.9640522875817,1,2869451,0.4198,0.003379,0.0252,0.2995,NO_SIGNAL|FAT_TAIL
116,AORT,59.9,5,82.59803921568627,1,59.47712418300654,1,57.475490196078425,1,44.3218954248366,1,55.71895424836602,1,13586969,0.639,0.004129,0.0272,0.3012,FAT_TAIL
117,BXC,59.8,5,61.43790849673203,1,72.4673202614379,1,72.71241830065361,1,68.09640522875817,1,24.428104575163403,1,6030398,0.5689,0.002874,0.0389,0.5081,OK
118,PLOW,59.8,5,55.22875816993464,1,69.36274509803921,1,77.04248366013073,1,26.633986928104576,1,70.50653594771241,1,4957723,0.5851,0.002503,0.0211,0.2438,OK
119,KREF,59.7,5,61.68300653594771,1,47.385620915032675,1,89.4607843137255,1,32.43464052287582,1,67.40196078431373,1,6078403,0.7154,0.001399,0.0229,0.2567,OK
120,SRCE,59.7,5,56.86274509803921,1,72.54901960784314,1,68.05555555555556,1,27.16503267973856,1,74.10130718954248,1,5226460,0.5688,0.003258,0.0213,0.2259,OK
121,WASH,59.7,5,46.48692810457516,1,82.18954248366013,1,78.02287581699346,1,29.942810457516337,1,62.091503267973856,1,3486557,0.5184,0.002423,0.0223,0.2755,NO_SIGNAL
122,SCM,59.7,5,31.290849673202615,1,91.58496732026144,1,70.91503267973856,1,26.633986928104576,1,78.22712418300654,1,2013755,0.4666,0.003029,0.0211,0.2007,NO_SIGNAL|FAT_TAIL
123,HELE,59.5,5,85.13071895424837,1,44.52614379084967,1,62.05065359477124,1,81.04575163398692,1,24.50980392156863,1,15423909,0.7426,0.003763,0.0485,0.5069,NO_SIGNAL|FAT_TAIL
124,TILE,59.5,5,74.59150326797386,1,67.97385620915033,1,54.69771241830066,1,42.93300653594771,1,57.43464052287581,1,9724256,0.5926,0.004314,0.0265,0.2914,NO_SIGNAL
125,ADAM,59.4,5,49.91830065359477,1,68.05555555555556,1,83.66013071895425,1,32.02614379084967,1,63.52124183006536,1,3987887,0.5914,0.001909,0.0228,0.2721,OK
126,MYE,59.3,5,47.549019607843135,1,82.76143790849673,1,71.65032679738562,1,37.745098039215684,1,56.78104575163398,1,3617605,0.5147,0.002965,0.0247,0.2958,OK
127,AMWD,59.2,5,72.30392156862744,1,55.22875816993464,1,74.10130718954248,1,60.08986928104575,1,34.10947712418301,1,8819239,0.6587,0.002773,0.0347,0.4344,FAT_TAIL
128,DLX,59.2,5,62.091503267973856,1,53.26797385620915,1,86.3562091503268,1,41.87091503267974,1,52.369281045751634,1,6150113,0.6732,0.001693,0.0262,0.3268,OK
129,BRSP,59.2,5,45.588235294117645,1,89.37908496732027,1,60.62091503267975,1,26.633986928104576,1,73.77450980392157,1,3409576,0.4804,0.003903,0.0211,0.228,OK
130,MBC,59.1,5,85.94771241830065,1,56.69934640522876,1,55.9640522875817,1,63.970588235294116,1,32.92483660130719,1,16121454,0.6508,0.00423,0.0368,0.4434,NO_SIGNAL|FAT_TAIL
131,PAR,58.8,5,93.05555555555556,1,38.23529411764706,1,53.51307189542484,1,68.25980392156863,1,40.931372549019606,1,25597552,0.7958,0.00443,0.039,0.3937,NO_SIGNAL|FAT_TAIL
132,TCBK,58.8,5,52.69607843137255,1,79.57516339869282,1,61.76470588235294,1,28.717320261437905,1,71.24183006535948,1,4438460,0.5353,0.003774,0.0219,0.24,OK
133,AMAL,58.7,5,54.738562091503276,1,78.67647058823529,1,67.85130718954248,1,36.60130718954248,1,55.80065359477124,1,4868286,0.5382,0.003265,0.0242,0.3011,OK
134,MD,58.6,5,80.88235294117648,1,58.006535947712415,1,51.63398692810457,1,51.10294117647059,1,51.55228758169934,1,12667791,0.6441,0.004556,0.0304,0.3329,NO_SIGNAL|FAT_TAIL
135,BFC,58.6,5,74.26470588235294,1,52.77777777777778,1,58.04738562091502,1,40.849673202614376,1,67.07516339869282,1,9580690,0.6773,0.004085,0.0258,0.2574,NO_SIGNAL
136,CMP,58.6,5,73.52941176470588,1,57.924836601307184,1,60.94771241830066,1,71.40522875816994,1,29.166666666666664,1,9105106,0.6442,0.003875,0.0402,0.4703,FAT_TAIL
137,PENG,58.5,5,88.31699346405229,1,35.21241830065359,1,70.83333333333333,1,62.13235294117647,1,35.78431372549019,1,18141559,0.8277,0.003037,0.0358,0.4244,NO_SIGNAL|FAT_TAIL
138,ATEN,58.4,5,79.57516339869281,1,52.85947712418301,1,62.908496732026144,1,32.43464052287582,1,64.29738562091502,1,11947222,0.6771,0.003702,0.0229,0.268,OK
139,LKFN,58.3,5,70.34313725490196,1,59.967320261437905,1,52.124183006535944,1,38.439542483660134,1,70.83333333333333,1,8271804,0.637,0.004523,0.0249,0.2428,OK
140,EGBN,58.3,5,69.19934640522875,1,70.83333333333333,1,57.6797385620915,1,53.717320261437905,1,40.19607843137255,1,7725722,0.5772,0.004115,0.0316,0.397,FAT_TAIL
141,OSBC,58.3,5,54.65686274509803,1,78.51307189542483,1,54.90196078431373,1,33.94607843137255,1,69.48529411764706,1,4864679,0.5386,0.004303,0.0233,0.2476,OK
142,MTW,58.3,5,39.787581699346404,1,84.640522875817,1,72.79411764705883,1,55.71895424836602,1,38.39869281045751,1,2708273,0.5058,0.002864,0.0327,0.4082,FAT_TAIL
143,MCRI,58.2,5,69.68954248366013,1,53.18627450980392,1,60.049019607843135,1,28.431372549019606,1,79.41176470588236,1,7949093,0.6744,0.003966,0.0218,0.1944,NO_SIGNAL
144,LOVE,58.2,5,60.29411764705882,1,39.70588235294118,1,98.44771241830065,1,72.95751633986927,1,19.444444444444443,1,5740346,0.7798,0.0,0.0414,0.5567,NO_SIGNAL|FAT_TAIL
145,MBUU,58.2,5,58.66013071895425,1,79.08496732026144,1,63.31699346405229,1,58.37418300653595,1,31.658496732026144,1,5425693,0.5365,0.003661,0.034,0.4515,FAT_TAIL
